descSucursal,descProyecto,Actividad,tipoRestriccion,fechaRegistro
BOGOTA ,PEÑAZUL EL POBLADO,SE T4-T5 Inst equipo,Contratos,2023-10-04 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,ED PARQ MAMP - PAÑETE,Equipos,2023-11-16 00:00:00
BOGOTA ,LORCA,E1 Red Ppal Excavacion red de alcantarillado,Mano de obra,2023-10-11 00:00:00
BOGOTA ,ABADIA SAN RAFAEL,T7 LAVADEROS,Materiales,2023-10-25 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 ESTRUCTURA CIELO RASO PISO 1-22,Otra,2023-11-02 00:00:00
BOGOTA ,LORCA,E1 Red Ppal Construccion de pozos y sumideros red de alcantarillado,Materiales,2023-10-11 00:00:00
BOGOTA ,SAINT MICHEL CIUDAD LA SALLE,T2 PROLONGACIONES ELÉCTRICAS PISO 1-16,Diseños,2024-08-12 00:00:00
BOGOTA ,ABADIA SAN RAFAEL,T5 MAMPOSTERIA,Materiales,2023-12-13 00:00:00
BOGOTA ,PASEO SAN RAFAEL,PORTERIA CIM Excavacion comun,Contratos,2023-10-19 00:00:00
BOGOTA ,PASEO DE SEVILLA,T-5 INSTALACIONES ELÉCTRICAS CIMENTACIÓN,Materiales,2023-08-22 00:00:00
BOGOTA ,URB EXTERNO CIUDAD LA SALLE,Colectores Instalación tubería sanitaria,Diseños,2023-07-05 00:00:00
BOGOTA ,GALLET CIUDAD LA SALLE,T1 Suministro ventaneria de fachada ppal serie 1,Materiales,2023-10-10 00:00:00
BOGOTA ,GALLET CIUDAD LA SALLE,T1 Lavaplatos,Materiales,2023-10-24 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,P.SOTANOS - COLUMNAS SOTANO 1,Materiales,2023-11-16 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 MAMPOSTERÍA ANTEPECHO CUBIERTA- COLUMNETAS,Otra,2023-11-30 00:00:00
BOGOTA ,EL CASTELL IBERIA RESERVADO,T01 CIM Pilotes,Materiales,2024-01-11 00:00:00
BOGOTA ,PASEO DE SEVILLA,T-5 DESAGUES PRIMER PISO,Materiales,2023-08-22 00:00:00
BOGOTA ,PEÑON DE ALICANTE,T2 SUM BARANDA PUNTO FIJO,Diseños,2024-01-09 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,CH CARGUE PISOS,Contratos,2023-11-10 00:00:00
BOGOTA ,ABADIA SAN RAFAEL,T4 MESON COCINAyESTUFA,Materiales,2023-11-08 00:00:00
BOGOTA ,PASEO SAN RAFAEL,PQDERO EST Armado y fundida columnas,Equipos,2023-12-21 00:00:00
BOGOTA ,LORCA,PQDERO Armada y fundida muro de contencion,Mano de obra,2024-01-31 00:00:00
BOGOTA ,URB EXTERNO CIUDAD LA SALLE,PRELIMINARES GENERALES,Otra,2023-09-20 00:00:00
BOGOTA ,EL CASTELL IBERIA RESERVADO,ED COMUNAL 1 Conformacion terraza,Materiales,2024-01-27 00:00:00
BOGOTA ,PEÑAZUL EL POBLADO,T4 PUERTAS PRINCIPALES,Contratos,2023-10-18 00:00:00
BOGOTA ,LOIRA CIUDAD LA SALLE,T1 ASEO PASILLOS TORRE 2DA MANO,Otra,2023-10-24 00:00:00
BOGOTA ,URBANISMO TRES QUEBRADAS,1-2 eje 11 K0+035 A K0+255 Construccion de sumideros,Materiales,2024-08-01 00:00:00
BOGOTA ,PEÑON DE ALICANTE,T2 PTO FIJO ASEO PRIMERA MANO,Contratos,2023-10-09 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 APLOMADA E INST. EQUIPOS ASCENSOR,Otra,2023-09-07 00:00:00
BOGOTA ,EL CASTELL IBERIA RESERVADO,PQDERO CIM Fundida cimentacion superficial vigas,Materiales,2024-01-27 00:00:00
BOGOTA ,PEÑON DE ALICANTE,T2 SUM VENTANERIA FACHADA PRINCIPAL,Materiales,2024-01-09 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 INST. MESON COCINA PISO 1-22,Materiales,2024-03-08 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 Replanteo de andenes - sendero,Contratos,2024-03-13 00:00:00
BOGOTA ,GALLET CIUDAD LA SALLE,CLUB HOUSE Pisos en zona Piso 1 a Piso 6,Contratos,2023-11-21 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,T7-8 MURO PLACA P1-12,Materiales,2024-02-01 00:00:00
BOGOTA ,PASEO SAN RAFAEL,PORTERIA Carp de Aluminio fachada,Materiales,2024-12-03 00:00:00
BOGOTA ,ABADIA SAN RAFAEL,PIS ENCHAPE,Materiales,2024-01-17 00:00:00
BOGOTA ,PEÑON DE ALICANTE,PORT VENTANAS,Contratos,2023-10-09 00:00:00
BOGOTA ,LA CABRERA,E1 T34 A 29 TERMINACION CUBIERTA,Materiales,2024-07-26 00:00:00
BOGOTA ,LORCA,T1 Nomenclatura torre,Diseños,2024-04-10 00:00:00
BOGOTA ,PASEO SAN RAFAEL,PQDERO EST Armado y fundida columnas,Equipos,2024-04-02 00:00:00
BOGOTA ,EL CASTELL IBERIA RESERVADO,T04 CIM Fundida cimentacion superficial Muretes,Diseños,2024-07-29 00:00:00
BOGOTA ,LOIRA CIUDAD LA SALLE,CUB CH - Enchape de escaleras y pisos,Otra,2023-10-24 00:00:00
BOGOTA ,SAN MATEO - LA QUINTA,T8 CIM Pilotes,Contratos,2024-05-15 00:00:00
BOGOTA ,BURDEOS CIUDAD LA SALLE,SOTANO CIM Pilotes PLZ 4,Materiales,2024-04-11 00:00:00
BOGOTA ,LORCA,PORTERIA Inst de mesones,Diseños,2024-04-10 00:00:00
BOGOTA ,MONTPELLIER CIUDAD LA SALLE,T1 COLUMNAS Y PLACAS PISO 1-24,Equipos,2024-05-07 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 INSTALACION DIVISIONES BAÑO PISO 1-22,Materiales,2024-03-20 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,E1 INST JUEGOS INFANTILES,Materiales,2023-03-09 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 PUERTA CORTAFUEGO PUNTO FIJO PISO 1-22,Contratos,2023-09-07 00:00:00
BOGOTA ,EL CASTELL IBERIA RESERVADO,PORTERIA Estuco,Diseños,2024-07-29 00:00:00
BOGOTA ,LINZ E1,T1 Mesones cocina y baño,Materiales,2024-12-12 00:00:00
BOGOTA ,SAINT MICHEL CIUDAD LA SALLE,T4 PLACA CONTRAPISO,Contratos,2023-10-23 00:00:00
BOGOTA ,SAINT MICHEL CIUDAD LA SALLE,T3 VENTANERIA ALUMINIO FACHADAS PISO 1-16,Diseños,2024-08-12 00:00:00
BOGOTA ,GALLET CIUDAD LA SALLE,PQDERO E1 CIM Relleno,Diseños,2024-04-26 00:00:00
BOGOTA ,MONTPELLIER CIUDAD LA SALLE,T1 ESTRUCTURA MUROS EN DRYWALL PISO 1-24,Contratos,2024-07-02 00:00:00
BOGOTA ,LA CRUZ,G1 T1-2 Y 3 INSTALACIONES HIDRAULICAS,Materiales,2024-06-20 00:00:00
BOGOTA ,LOIRA CIUDAD LA SALLE,T2 INST. PISO PUNTO FIJO ESCALERA 2,Contratos,2024-03-19 00:00:00
BOGOTA ,LA PEÑA,Tanque Impermeabilizacion incluye prueba de estanqueidad,Contratos,2024-07-12 00:00:00
BOGOTA ,LA CRUZ,G1 T1-2 Y 3 TERMINACION CUBIERTA,Equipos,2024-07-04 00:00:00
BOGOTA ,MONTPELLIER CIUDAD LA SALLE,T1 CARGUE DE PISOS APTOS PISO 1-24,Equipos,2024-07-09 00:00:00
BOGOTA ,LA CRUZ,EDIFICIO ZONA SOCIAL - PROLONGACIONES HIDRAULICAS,Materiales,2024-06-20 00:00:00
BOGOTA ,LORCA,PORTERIA Mamposteria interna,Contratos,2024-04-10 00:00:00
BOGOTA ,SAINT MICHEL CIUDAD LA SALLE,T1 MUROS Y PLACAS PISO 1-16,Contratos,2024-07-29 00:00:00
BOGOTA ,LA CRUZ,SENDEROS PEATONALES GRUPO 1 T1-2 Y 3,Materiales,2024-07-25 00:00:00
BOGOTA ,LA PALMA,G2 T9-10-11-12-13 Y 14 IMPERMEABILIZACION DE FACHADA,Contratos,2024-09-26 00:00:00
BOGOTA ,SAN MATEO - LA QUINTA,PQDERO Izaje torre grua,Equipos,2024-07-30 00:00:00
BOGOTA ,GALLET CIUDAD LA SALLE,T1-T2 Red Ppal Excavacion red de alcantarillado,Materiales,2024-07-19 00:00:00
BOGOTA ,URB EXTERNO CIUDAD LA SALLE,Vía de 13 a 10 C2 Movimiento de tierra - Corte,Seguridad y Espacio,2024-03-06 00:00:00
BOGOTA ,LA PALMA,G2 T9-10-11-12-13 Y 14 PAÑETE APTOS,Contratos,2024-09-26 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,T9 MONTANTEyPRUEBA HIDRAULICA,Materiales,2024-08-08 00:00:00
BOGOTA ,PASEO SAN RAFAEL,SUBESTACION ELEC cimentacion,Diseños,2024-08-07 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,T8 CARGUE PISOS,Materiales,2024-07-25 00:00:00
BOGOTA ,PASEO SAN RAFAEL,PORTERIA Aseo,Contratos,2024-09-17 00:00:00
BOGOTA ,LA CABRERA,E1 T24 A 21 ESTRUCTURA Muro placa P1-P6,Equipos,2024-08-16 00:00:00
BOGOTA ,GALLET CIUDAD LA SALLE,T1-T2 Piso paseo peatonal interno,Materiales,2024-08-09 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,CH ASEO,Contratos,2023-11-10 00:00:00
BOGOTA ,EL CASTELL IBERIA RESERVADO,PQDERO Mamposteria fachada,Contratos,2024-07-29 00:00:00
BOGOTA ,PASEO SAN RAFAEL,PORTERIA Mamposteria interna,Equipos,2024-08-27 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,T5 INST APARATOS ELECTRICOS,Materiales,2024-07-25 00:00:00
BOGOTA ,LA CRUZ,G3 T7-8 Y 9 MAMPOSTERIA INTERNA,Materiales,2024-08-22 00:00:00
BOGOTA ,MONTPELLIER CIUDAD LA SALLE,T1 MAMPOSTERIA INTERIOR PISO 1-24,Otra,2024-09-03 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,T9 BAJANTE SANITARIAyLLUVIAS,Materiales,2024-08-08 00:00:00
BOGOTA ,LA CABRERA,E2 T20 A 15 CIM FUNDIDA CIMENTACION ZAPATAS,Materiales,2024-08-16 00:00:00
BOGOTA ,SAN MATEO - LA QUINTA,Provisional de agua,Materiales,2024-08-20 00:00:00
BOGOTA ,LINZ E1,LOCALES Estructura,Diseños,2024-08-29 00:00:00
BOGOTA ,LA CRUZ,G2 T4-5 Y 6 INST VENTANERIA,Materiales,2024-08-15 00:00:00
BOGOTA ,PASEO SAN RAFAEL,PORTERIA Carp de Aluminio fachada,Contratos,2024-01-18 00:00:00
BOGOTA ,LA PEÑA,Tanque Armado y fundida muros tanque,Equipos,2024-08-06 00:00:00
BOGOTA ,PASEO SAN RAFAEL,T2 Llegada de ascensor a obra,Equipos,2024-08-21 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,T9 ASCENSOR,Equipos,2024-08-08 00:00:00
BOGOTA ,PASEO SAN RAFAEL,T3 EST Muro placa,Materiales,2024-08-21 00:00:00
BOGOTA ,LA PALMA,URB INST TUBERIA DE CONDUCCION (porteria a tanque de agua),Contratos no Categorizables,2024-09-13 00:00:00
BOGOTA ,LORCA,PORTERIA Inst de mesones,Contratos,2024-04-10 00:00:00
BOGOTA ,SAINT MICHEL CIUDAD LA SALLE,T1 INST. MESON COCINA PISO 1-16,Materiales,2025-02-18 00:00:00
BOGOTA ,LA CRUZ,CTO BASURAS ESTRUCTURA (INCLUYE BICICLETERO),Materiales,2024-09-12 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,CH ENCHAPES,Materiales,2024-07-25 00:00:00
BOGOTA ,EL CASTELL IBERIA RESERVADO,T04 CIM Fundida cimentacion superficial Muretes,Contratos,2024-07-29 00:00:00
BOGOTA ,MONTPELLIER CIUDAD LA SALLE,T1 CENTRO MEDICIONES GAS PISO 1-24,Materiales,2025-02-18 00:00:00
BOGOTA ,LORCA,T1 aptos Aseo Primera mano,Contratos,2024-04-10 00:00:00
BOGOTA ,LINZ E1,T1 Llegada de ascensor a obra,Otra,2024-07-17 00:00:00
BOGOTA ,LA CRUZ,URB Inst Tuberia de alcantarillado pluvial,Materiales,2024-09-05 00:00:00
BOGOTA ,LA PALMA,G2 T9-10-11-12-13 Y 14 MORTERO E IMPERMEABILIZACION DE CUBIERTA,Contratos no Categorizables,2024-09-26 00:00:00
BOGOTA ,BURDEOS CIUDAD LA SALLE,SOT Montante RCI,Contratos,2024-08-15 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,PARQ - Entrega de Foso de Ascensor,Seguridad y Espacio,2024-10-22 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 Excavacion manual red de gas,Materiales,2024-10-22 00:00:00
BOGOTA ,EL CAMPO,T4-T5 Estructura muro placa,Equipos,2024-10-23 00:00:00
BOGOTA ,URBANISMO EXTERNO LOTE 5 BANCA,VIA 5 (19) INSTALACION SEÑALIZACION HORIZONTAL,Contratos,2024-09-06 00:00:00
BOGOTA ,LINZ E1,T1 Cajas electricas y comunicaciones,Materiales,2024-09-03 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,PORT - Inst. de mobiliario - casilleros,Materiales,2024-10-22 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 Excavacion manual red de gas,Seguridad y Espacio,2024-10-08 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,CH MAMP - PAÑETE,Materiales,2024-07-25 00:00:00
BOGOTA ,EL CAMPO,T25-T27 Ducterias electricas,Contratos no Categorizables,2024-10-23 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,"PORT-EDIF COMUN - Inst. Tuberia Redes Externa, media y baja tension",Diseños,2024-10-08 00:00:00
BOGOTA ,PASEO SAN RAFAEL,PQDERO Pintura demarcacion de parqueaderos,Contratos,2024-11-12 00:00:00
BOGOTA ,PASEO SAN RAFAEL,T3 EST Muro placa,Materiales,2024-10-16 00:00:00
BOGOTA ,LORCA,T1 Inst de puerta ppal en madera,Contratos,2024-04-10 00:00:00
BOGOTA ,PASEO SAN RAFAEL,PQDERO Llegada de ascensor a obra,Equipos,2024-08-21 00:00:00
BOGOTA ,SAINT MICHEL CIUDAD LA SALLE,Z.SOC 2 VIP - Inst. carpinteria metalica y madera,Diseños,2024-08-12 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,P.SOTANOS Inst. Tuberias electricas y bandeja de comun,Seguridad y Espacio,2024-10-22 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,T9 ALAMBRADO,Materiales,2024-12-10 00:00:00
BOGOTA ,EL CAMPO,Construccion de pozos y sumideros red de alcantarillado torres T1-T3,Diseños,2024-10-30 00:00:00
BOGOTA ,EL CAMPO,Excavacion red de alcantarillado torres T7,Diseños,2024-10-30 00:00:00
BOGOTA ,EL CAMPO,Inst y relleno tuberia de distribucion a torres T6-T7,Diseños,2024-10-30 00:00:00
BOGOTA ,SAN MATEO - LA QUINTA,PQDERO Inst puerta cortafuego,Materiales,2024-10-08 00:00:00
BOGOTA ,LINZ E1,T1 aptos Mamposteria interna,Contratos,2024-09-10 00:00:00
BOGOTA ,SAN MATEO - LA QUINTA,T1 aptos Estuco muro,Contratos,2024-08-13 00:00:00
BOGOTA ,URBANISMO TRES QUEBRADAS,2-4 eje 11 K0+255 A K0+300 Movimiento de tierra - Corte,Contratos no Categorizables,2025-01-08 00:00:00
BOGOTA ,PASEO SAN RAFAEL,T1 Lavaderos,Materiales,2024-10-16 00:00:00
BOGOTA ,LA CABRERA,E1 T34 A 29 ALAMBRADO ELECTRICO,Materiales,2025-01-17 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,T9 INST APARATOS ELECTRICOS,Contratos,2024-07-31 00:00:00
BOGOTA ,EL CAMPO,T1-T3 Estructura muro placa,Equipos,2024-10-23 00:00:00
BOGOTA ,CADIZ,T5 MAMP FACHADA,Materiales,
BOGOTA ,CADIZ,T1 MAMPOSTERIA CUBIERTA,Mano de obra,
BOGOTA ,CADIZ,SUB 2 MAMPyPAÑETE,Contratos,
BOGOTA ,LYON CIUDAD LA SALLE,SOTANO PLZ2 E1 - PILOTAJE TIPO TORNILLO,Contratos,
BOGOTA ,LYON CIUDAD LA SALLE,SOTANO PLZ2 E1 - PLACA DE CONTRAPISO,Diseños,
BOGOTA ,MONTPELLIER CIUDAD LA SALLE,PROVISIONAL HIDRAULICA,Contratos,
BOGOTA ,LYON CIUDAD LA SALLE,SOTANO PLZ1 E1 - PANTALLA PREEXCAVADA S1 LYON 1,Contratos,
BOGOTA ,LYON CIUDAD LA SALLE,T1 VENTANERIA ALUMINIO FACHADAS PISO 1 A 17,Contratos,
BOGOTA ,LYON CIUDAD LA SALLE,T3 VENTANERIA ALUMINIO FACHADAS PISO 1 A 17,Contratos,
BOGOTA ,LYON CIUDAD LA SALLE,T3 ENCHAPE CABINA BAÑOS PISO 1 A 17,Contratos,
BOGOTA ,LYON CIUDAD LA SALLE,T2 VENTANERIA ALUMINIO FACHADAS PISO 1 A 17,Otra,
BOGOTA ,LYON 2 CIUDAD LA SALLE,T2 ENCHAPE CABINA BAÑOS PISO 1 A 17,Materiales,
BOGOTA ,LYON CIUDAD LA SALLE,T1 ARMADA Y FUNDIDA ARRANQUE DE MUROS,Materiales,
BOGOTA ,URBANISMO EXTERNO SAN RAFAEL,TRAMO POZO ALL 19-25 INST RED SUMINISTRO ANDEN,Materiales,2022-11-01 00:00:00
BOGOTA ,MONTPELLIER CIUDAD LA SALLE,T1 ESTRUCTURA CIELO RASO PUNTO FIJO,Contratos,2022-11-28 00:00:00
BOGOTA ,BURGOS CASTILLA RESERVADO,T-10 ENCHAPE PISOyESCALERAS PTO FIJO,Materiales,2022-11-25 00:00:00
BOGOTA ,LA TERRA ALSACIA RESERVADO,T 1-2 Siembra de pradosyarboles,Contratos,2022-11-30 00:00:00
BOGOTA ,ABADIA SAN RAFAEL,T2 MAMPOSTERIA CUBIERTA,Equipos,2022-11-24 00:00:00
BOGOTA ,MONTPELLIER CIUDAD LA SALLE,PROVISIONAL HIDRAULICA,Mano de obra,2022-12-09 00:00:00
BOGOTA ,PEÑAZUL LA ALDEA,T9 Escaleras,Equipos,2022-11-23 00:00:00
BOGOTA ,PEÑAZUL LA ALDEA,T8 Frisos piso 4-5-6,Mano de obra,2022-11-23 00:00:00
BOGOTA ,LOIRA CIUDAD LA SALLE,T3 ARMADA Y FUNDIDA PILOTES HINCADO,Equipos,2022-10-19 00:00:00
BOGOTA ,PEÑAZUL EL POBLADO,T4 PUERTAS PRINCIPALES,Diseños,2023-10-18 00:00:00
BOGOTA ,CADIZ,T4 LAVADO FACHADA,Contratos,2022-11-01 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,T12-11 ARMADOyFUNDIDA PLACA,Equipos,2022-12-07 00:00:00
BOGOTA ,PEÑON DE ALICANTE,PLTA EMER INSTALACION EQUIPOS,Materiales,2024-01-09 00:00:00
BOGOTA ,LYON CIUDAD LA SALLE,SOTANO PLZ1 E1 - EXCAVACION MECANICA CIELO ABIERTO S1,Contratos,
BOGOTA ,URBANISMO EXTERNO SAN RAFAEL,TRAMO POZO ALL 16-23 RED GAS,Otra,
BOGOTA ,LA TERRA ALSACIA RESERVADO,E.PARQ- instalacion de Carpinteria metalica cuartos tecnicos,Materiales,2022-12-16 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,CH ESTRUCTURA,Materiales,2023-01-05 00:00:00
BOGOTA ,LYON CIUDAD LA SALLE,T1 MORTERO INTERIOR APTOS PISO 1 A 17 Y PLAQUETAS COCINA Y LAVADEROS,Otra,2023-01-10 00:00:00
BOGOTA ,MONTPELLIER CIUDAD LA SALLE,T1 INST. QUICIOS ASCENSOR,Equipos,2022-12-09 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,E2 REDES AGUAS RESIDUALES,Materiales,2023-01-05 00:00:00
BOGOTA ,CADIZ,T4 CUByCTO MAQ,Otra,2023-01-24 00:00:00
BOGOTA ,PEÑAZUL EL POBLADO,PYR Dotacion (Sala Espera-Porteria),Contratos,2023-01-18 00:00:00
BOGOTA ,LA TERRA ALSACIA RESERVADO,CUB ZC - Imermeabilizacion cubierta - maquinasyescaleras,Mano de obra,2023-01-24 00:00:00
BOGOTA ,CADIZ,T1 IMPERM CUB,Contratos,2023-01-30 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,T4 MONTANTEyPRUEBAS RCI,Materiales,2023-01-05 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 MUROS Y PLACAS PISO 1-22,Diseños,2023-01-24 00:00:00
BOGOTA ,CADIZ,T3 ASEO,Contratos,2023-01-10 00:00:00
BOGOTA ,PEÑAZUL EL POBLADO,T1 BALCONES DE VIDRIO,Otra,2023-02-01 00:00:00
BOGOTA ,MONTPELLIER CIUDAD LA SALLE,P.SOTANOS S2 - Construccion cajas y sifones,Mano de obra,2023-02-06 00:00:00
BOGOTA ,CADIZ,T4 IMPERM CUB,Contratos,2023-01-24 00:00:00
BOGOTA ,PEÑON DE ALICANTE,T1 SOLADO VIGAS CIM,Equipos,2023-02-16 00:00:00
BOGOTA ,PROVENZA PRESTIGE,Teatrino Mamposteria en fachada - ladrilloybloque,Mano de obra,2022-11-24 00:00:00
BOGOTA ,GALLET CIUDAD LA SALLE,CLUB HOUSE Est armado y fundida estructura S1,Diseños,2023-10-10 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,E1 ADOQUIN VIASyPARQUEADEROS,Materiales,2023-01-05 00:00:00
BOGOTA ,PEÑAZUL EL POBLADO,T1 2DA MANO APTOS,Mano de obra,2022-11-23 00:00:00
BOGOTA ,PROVENZA PRESTIGE,T3 Cajas de inspeccion filtrosydesagues,Otra,2023-02-16 00:00:00
BOGOTA ,LYON 2 CIUDAD LA SALLE,T1 MUROS Y PLACAS PISOS 2 a 17,Contratos,2022-12-06 00:00:00
BOGOTA ,PEÑON DE ALICANTE,T1 SOLADO VIGAS CIM,Seguridad y Espacio,2023-02-16 00:00:00
BOGOTA ,PASEO DE SEVILLA,T 6 Excv.manual red acueductoycontraincendio,Contratos,2023-02-21 00:00:00
BOGOTA ,CADIZ,T2 PUERTAS PPAL,Materiales,2023-02-28 00:00:00
BOGOTA ,PROVENZA PRESTIGE,Plaz 3 Aseo 2da Mano,Mano de obra,2023-02-23 00:00:00
BOGOTA ,ABADIA SAN RAFAEL,T5 GRANIPLAST PATIOS,Contratos,2023-03-07 00:00:00
BOGOTA ,ABADIA SAN RAFAEL,T7 GRANIPLAST CUBIERTA,Contratos,2023-03-07 00:00:00
BOGOTA ,PEÑAZUL LA ALDEA,T8 Estructura Metálica de cubierta,Contratos,2023-01-03 00:00:00
BOGOTA ,ABADIA SAN RAFAEL,T8 PUERTA BAÑO,Seguridad y Espacio,2023-02-28 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 MAMPOSTERÍA INTERIOR PISO 1-22,Materiales,2023-02-28 00:00:00
BOGOTA ,PEÑAZUL LA ALDEA,"T8 Aparatos Sanitarios, CocinayKIT (Baños, CocinayBBQ)",Materiales,2023-01-03 00:00:00
BOGOTA ,LYON 2 CIUDAD LA SALLE,E1 CERRAMIENTO - Replanteo y nivelacion,Diseños,2023-10-02 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,ED PARQ IMPERM CUByASCENSOR,Contratos,2022-12-07 00:00:00
BOGOTA ,CADIZ,T3 MONTANTEyPRUEBA HIDRAULICA,Mano de obra,2023-02-28 00:00:00
BOGOTA ,PEÑAZUL EL POBLADO,T1 VENTANAS,Materiales,2022-11-30 00:00:00
BOGOTA ,PEÑON DE ALICANTE,ED PARQ INST HIDRAULICAS,Contratos,2023-03-03 00:00:00
BOGOTA ,PEÑON DE ALICANTE,T1 CAJAS DE INSPECCION,Contratos,2023-03-03 00:00:00
BOGOTA ,PEÑON DE ALICANTE,T1 MAMP FACHADA,Contratos,2023-03-03 00:00:00
BOGOTA ,PEÑON DE ALICANTE,T1 RED HID APTOS PUNTOS (PROL EN MAMP),Contratos,2023-03-03 00:00:00
BOGOTA ,PEÑON DE ALICANTE,T2 ARMADO Y FUNDIDA ESCALERAS P1-P12,Contratos,2023-03-03 00:00:00
BOGOTA ,PEÑON DE ALICANTE,T2 DESAGÜES CIMENTACION,Contratos,2023-03-03 00:00:00
BOGOTA ,PEÑON DE ALICANTE,T2 RED GAS APTOS RED,Contratos,2023-03-03 00:00:00
BOGOTA ,PEÑON DE ALICANTE,T2 SOLADO VIGAS CIM,Contratos,2023-03-03 00:00:00
BOGOTA ,PEÑON DE ALICANTE,TANQUE IMP EXTERNA,Contratos,2023-03-03 00:00:00
BOGOTA ,PASEO DE SEVILLA,T-6 APLOMADA E INST. EQUIPOS ASCENSORES,Mano de obra,2023-03-14 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,P.SOTANOS - VIGAS DE CIMENTACIÓN,Diseños,2023-03-07 00:00:00
BOGOTA ,SAINT MICHEL CIUDAD LA SALLE,PLACA PUNTAL P1 - Z4,Seguridad y Espacio,2023-03-21 00:00:00
BOGOTA ,PASEO DE SEVILLA,Edif - Aparatos Sanitarios 3er Piso,Materiales,2023-02-28 00:00:00
BOGOTA ,PEÑON DE ALICANTE,T1 DESAGÜES CIMENTACION,Contratos,2023-03-03 00:00:00
BOGOTA ,PEÑON DE ALICANTE,T1 RED HIDRAULICA ACOMETICA,Contratos,2023-03-03 00:00:00
BOGOTA ,PEÑON DE ALICANTE,T2 RED GAS APTOS RED,Contratos,2023-03-03 00:00:00
BOGOTA ,PEÑON DE ALICANTE,TANQUE CIMENTACION,Contratos,2023-03-03 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,T4 VENTANAS FACHADA,Materiales,2023-03-09 00:00:00
BOGOTA ,ABADIA SAN RAFAEL,T7 DRYWALL,Contratos,2022-11-29 00:00:00
BOGOTA ,CADIZ,T4 GRANIPLAST FACHADA,Contratos,2023-01-24 00:00:00
BOGOTA ,CADIZ,T2 PAÑETE CUBIERTA,Mano de obra,2023-02-28 00:00:00
BOGOTA ,SAINT MICHEL CIUDAD LA SALLE,CONFORMACION PISO Y BASE TORRE GRUA POSICION 1,Equipos,2023-03-28 00:00:00
BOGOTA ,LYON CIUDAD LA SALLE,T1 MORTERO PUNTO FIJO ESCALERA 1,Diseños,2023-04-04 00:00:00
BOGOTA ,URBANISMO EXTERNO SAN RAFAEL,TRAMO NODO ACUED 18-13 INST RED SUMINISTRO ANDEN,Otra,2023-03-01 00:00:00
BOGOTA ,URBANISMO EXTERNO SAN RAFAEL,TRAMO POZO ALL 23-24 INSTALACION RED GAS ANDEN,Otra,2023-03-01 00:00:00
BOGOTA ,URBANISMO EXTERNO SAN RAFAEL,TRAMO POZO ALL 25-27 EXCAVACION DE CAJA,Otra,2023-03-01 00:00:00
BOGOTA ,URBANISMO EXTERNO SAN RAFAEL,TRAMO POZO ALL 27-35 EXCAVACION DE CAJA,Otra,2023-03-01 00:00:00
BOGOTA ,LOIRA CIUDAD LA SALLE,T1 APLOMADA E INST. EQUIPOS ASCENSOR,Contratos,2022-10-26 00:00:00
BOGOTA ,PROVENZA PRESTIGE,T3 Inst. puertas corta fuego pto fijo piso 1 a 17,Contratos,2023-03-30 00:00:00
